model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
BAAI/bge-small-en-v1.5,manhattan,glue-qqp,MR3-Duplicate-Question,9.86623,9.248424,True,"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",My questions on Quora all need improving. How do you ask a question on Quora?,"""On Quora, how does a question that's been """"marked for improvement"""" become validated?"""
BAAI/bge-small-en-v1.5,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.375371,0.343335,True,"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",My questions on Quora all need improving. How do you ask a question on Quora?,"""On Quora, how does a question that's been """"marked for improvement"""" become validated?"""
BAAI/bge-small-en-v1.5,lance_williams,glue-qqp,MR3-Duplicate-Question,0.350132,0.32515,True,"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",My questions on Quora all need improving. How do you ask a question on Quora?,"""On Quora, how does a question that's been """"marked for improvement"""" become validated?"""
BAAI/bge-small-en-v1.5,pearson_correlation,glue-qqp,MR3-Duplicate-Question,0.191959,0.184302,True,"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",My questions on Quora all need improving. How do you ask a question on Quora?,"""On Quora, how does a question that's been """"marked for improvement"""" become validated?"""
BAAI/bge-small-en-v1.5,mahalanobis,glue-qqp,MR3-Duplicate-Question,21.086653,19.475364,True,"""Why is every single question I ask on Quora suddenly being tagged as """"needing improvement""""?""",My questions on Quora all need improving. How do you ask a question on Quora?,"""On Quora, how does a question that's been """"marked for improvement"""" become validated?"""
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.985701,20.667283,True,A group of musicians performs in front of a small audience in an odd building.,A group of people perform in front of another group of people inside.,A group of dancers perform in front of a building.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.292635,0.268477,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.765029,0.732772,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,12.035616,11.540989,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.452212,0.429456,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.407509,0.392778,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.292648,0.268491,True,A child drinking juice on the hood of a vintage car.,a child siting on a car,a child playing outside with a juice box
BAAI/bge-small-en-v1.5,cosine_distance,glue-qqp,MR3-Duplicate-Question,0.182458,0.004244,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,euclidean,glue-qqp,MR3-Duplicate-Question,0.604082,0.092128,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,manhattan,glue-qqp,MR3-Duplicate-Question,9.489438,1.420073,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.353133,0.049819,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,lance_williams,glue-qqp,MR3-Duplicate-Question,0.332626,0.049759,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,pearson_correlation,glue-qqp,MR3-Duplicate-Question,0.182468,0.004244,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,mahalanobis,glue-qqp,MR3-Duplicate-Question,21.082302,3.527957,True,Which are the best ways to lose weight?,How do I suck it up and lose weight?,What are the best ways to lose weight?
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.322378,0.277901,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.802967,0.745521,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,12.407281,11.442861,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.476586,0.413672,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.42414,0.385937,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.322393,0.277914,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.070723,21.762909,True,"A girl in a red shirt and plaid hat, and a boy in a black sweatshirt and hat are in a playground, touching a blue seahorse.",Two children are playing outside.,The girl and boy are looking at a seahorse in the aquarium.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.23245,0.172519,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.681836,0.5874,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,10.734652,9.2293,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.404383,0.343701,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.372484,0.32211,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.232456,0.172524,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,19.898147,17.452651,True,A young fighter is practicing his punches with one of his peers.,Two fighters are sparring,A fighter is practicing his kicks
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.388328,24.596287,True,"A young girl, wearing a purple jacket, is holding a bucket and a mop.",A young girl is holding cleaning supplies.,An older woman is wearing a red jacket holding a mop.
BAAI/bge-small-en-v1.5,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.017305,0.009728,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,euclidean,glue-stsb,MR1-Semantic-Similarity,0.186035,0.139487,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,manhattan,glue-stsb,MR1-Semantic-Similarity,2.867509,2.143516,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.096405,0.071657,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.095971,0.071479,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.017306,0.009729,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,mahalanobis,glue-stsb,MR1-Semantic-Similarity,6.65568,5.102155,True,The man is playing the guitar.,A man is playing a guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.257427,0.245172,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.717533,0.700246,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,11.275464,10.910989,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.430545,0.418908,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.393243,0.383756,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.25744,0.245185,True,A musician with dreadlocks is preparing to play a guitar with a band.,A musician plays a guitar.,A guitar is playing itself near a musician.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.070258,0.043684,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.374856,0.295581,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,5.886637,4.649219,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.205673,0.162493,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.201361,0.160088,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.07026,0.043685,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,15.069609,9.404976,True,A doberman puppy is trying to put a very large blue rubber ball in this mouth,A dog  is trying to put a very large blue rubber ball in this mouth,A doberman puppy is trying to put a very large red rubber ball in this mouth
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.221688,0.187528,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.665865,0.612419,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,10.181539,9.449961,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.379194,0.349536,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.354813,0.330727,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.221697,0.187538,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,19.076163,17.084441,True,Two males stand by a board that says HELL.,Two males are standing.,Two males are going to Hell.
BAAI/bge-small-en-v1.5,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.010275,0.010275,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,euclidean,glue-stsb,MR1-Semantic-Similarity,0.143353,0.143353,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,manhattan,glue-stsb,MR1-Semantic-Similarity,2.264214,2.264214,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.076328,0.076328,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.076221,0.076221,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.010276,0.010276,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,mahalanobis,glue-stsb,MR1-Semantic-Similarity,5.972503,5.972503,True,A man plays the guitar.,A man is playing the guitar.,A man is playing the guitar.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.263918,0.08059,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.726523,0.401473,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,11.239677,6.247861,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.438892,0.222575,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.400718,0.216998,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.263931,0.080594,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,19.148131,13.316871,True,Two men pose with their motorcycles.,There are multiple humans with motorized two-wheel vehicles.,A candid photo of two men with motorcycles.
BAAI/bge-small-en-v1.5,manhattan,glue-qqp,MR3-Duplicate-Question,10.355595,10.215919,True,If you follow someone on Instagram can they see how many times you have viewed their profile?,How can I see who viewed my instagram post?,How can I see how many accounts you are logged into on Instagram?
BAAI/bge-small-en-v1.5,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.370287,0.368605,True,If you follow someone on Instagram can they see how many times you have viewed their profile?,How can I see who viewed my instagram post?,How can I see how many accounts you are logged into on Instagram?
BAAI/bge-small-en-v1.5,lance_williams,glue-qqp,MR3-Duplicate-Question,0.344858,0.341983,True,If you follow someone on Instagram can they see how many times you have viewed their profile?,How can I see who viewed my instagram post?,How can I see how many accounts you are logged into on Instagram?
BAAI/bge-small-en-v1.5,mahalanobis,glue-qqp,MR3-Duplicate-Question,20.786349,20.486872,True,If you follow someone on Instagram can they see how many times you have viewed their profile?,How can I see who viewed my instagram post?,How can I see how many accounts you are logged into on Instagram?
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.19018,0.176654,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.616734,0.594397,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,9.490289,9.228617,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.342131,0.338542,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.321262,0.318107,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.19019,0.176662,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.013363,19.573676,True,Three Orca whales jump in a pool at seaworld.,Three Orca whales are at a resort.,Three Orca whales and a seal are in the water.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.593007,0.556684,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.507896,0.486657,True,A crowd of possible supporters or protesters holding signs and fliers up.,There's more than one individual shown in the shot.,A group of animals gather to protest dog abuse
BAAI/bge-small-en-v1.5,mahalanobis,glue-stsb,MR1-Semantic-Similarity,23.186067,19.657079,True,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,A woman is swimming in the water.
BAAI/bge-small-en-v1.5,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.019469,0.008454,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,euclidean,glue-stsb,MR1-Semantic-Similarity,0.197325,0.130029,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,manhattan,glue-stsb,MR1-Semantic-Similarity,3.117571,1.985347,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.109962,0.069306,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.10921,0.069157,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.019469,0.008454,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,mahalanobis,glue-stsb,MR1-Semantic-Similarity,7.443505,4.801167,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.382965,0.374471,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.875175,0.865414,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,13.69945,13.599705,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.534247,0.528676,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.47003,0.464715,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.382978,0.374482,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,25.848509,24.692515,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.201193,0.153682,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.63434,0.554404,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,9.802629,8.661314,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.391378,0.322943,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.360568,0.306833,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.201199,0.153694,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,18.164151,14.698691,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.262698,0.229314,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.724842,0.677221,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,11.404968,10.421759,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.438655,0.379608,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.401012,0.353337,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.262707,0.229322,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,24.135234,22.674124,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.199726,0.130112,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.632023,0.510121,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,9.598216,7.908592,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.344641,0.273227,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.325825,0.263422,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.199733,0.130116,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.745532,16.868759,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
BAAI/bge-small-en-v1.5,mahalanobis,snli,MR4-Entailment-vs-Contradiction,15.400853,15.392652,True,Two men playing guitars are singing at a concert.,The two men play guitars and sing.,The two women are singing at the concert.
BAAI/bge-small-en-v1.5,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.227841,0.204249,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,euclidean,snli,MR4-Entailment-vs-Contradiction,0.675043,0.639139,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,manhattan,snli,MR4-Entailment-vs-Contradiction,10.479121,10.085672,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.411246,0.378494,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
BAAI/bge-small-en-v1.5,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.374062,0.354382,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
